"","sub","consistency","rotation","imgID","imagename","movable","correct","response_time","log_RT"
"1905",23,"con","canon",91,"091_Flugzeug_Segelflieger",0,1,359,5.88332238848828
"1906",23,"con","canon",63,"063_Sofa_Ecksofa",0,1,535,6.28226674689601
"1907",23,"con","noncanon",53,"053_Regal_Wandregal",0,1,705,6.55819780281227
"1908",23,"con","noncanon",116,"116_Kamin",0,1,642,6.46458830368996
"1909",23,"con","noncanon",62,"062_Sofa_Dreiersofa",0,1,340,5.82894561761021
"1910",23,"incon","canon",44,"044_Lampe_Tischleuchte",1,1,477,6.16751649088834
"1911",23,"incon","noncanon",28,"028_Wasserkocher_retroWasserkocher",1,1,550,6.30991827822652
"1913",23,"con","canon",93,"093_Boot_Kanu",1,1,509,6.23244801655052
"1914",23,"incon","noncanon",70,"070_Stuhl_Schalenstuhl",1,1,424,6.04973345523196
"1916",23,"con","canon",29,"029_Klavier_Fluegel",0,1,667,6.50279004591562
"1917",23,"incon","canon",49,"049_Nuss_Pistazie",1,1,421,6.04263283368238
"1918",23,"incon","noncanon",108,"108_MP3player",1,1,3077,8.03171037532204
"1919",23,"incon","noncanon",67,"067_Stuhl_Buerostuhl",1,1,422,6.04500531403601
"1920",23,"incon","noncanon",55,"055_Schrank_Kleiderschrank",0,1,741,6.60800062529609
"1921",24,"con","noncanon",57,"057_Seife_Kernseife",1,1,687,6.53233429222235
"1923",24,"incon","canon",72,"072_Sessel_Ledersessel",0,1,460,6.13122648948314
"1924",24,"incon","canon",75,"075_Tisch_Etagentisch",0,1,630,6.44571981938558
"1925",24,"incon","canon",70,"070_Stuhl_Schalenstuhl",1,1,480,6.17378610390194
"1928",24,"con","canon",110,"110_Tretauto",1,1,640,6.46146817635372
"1930",24,"incon","noncanon",66,"066_Stuhl_Barstuhl",1,1,658,6.48920493132532
"1931",24,"con","noncanon",23,"023_Glas_Sektglas",1,1,547,6.30444880242198
"1932",24,"incon","canon",3,"003_Baum_Tanne",0,1,393,5.97380961186926
"1933",24,"incon","canon",88,"088_Flugzeug_Kampfflieger",0,1,477,6.16751649088834
"1934",24,"incon","canon",82,"082_Schaukelpferd",1,1,424,6.04973345523196
"1935",24,"con","noncanon",43,"043_Lampe_Strassenlaterne",0,1,546,6.30261897574491
"1936",24,"incon","noncanon",102,"102_Bett_Kinderbett",1,1,495,6.20455776256869
"1938",24,"incon","canon",51,"051_Regal_Holzregal",0,1,1081,6.98564181763921
"1939",24,"con","canon",12,"012_Blume_Orchidee",1,1,479,6.17170059741091
"1940",24,"con","canon",73,"073_Telefon_Schnurtelefon",1,1,526,6.26530121273771
"1941",24,"con","noncanon",8,"008_Bildschirm_Desktop",0,1,527,6.26720054854136
"1942",24,"con","noncanon",59,"059_Sitzbank_Holzbank_ohne_Lehne",0,1,495,6.20455776256869
"1943",24,"con","canon",36,"036_Roller",1,1,447,6.10255859461357
"1945",24,"incon","noncanon",32,"032_Kopfhoerer_Earbudohrhoerer",1,1,510,6.23441072571837
"1946",24,"con","canon",46,"046_Besteck_Messer",1,1,400,5.99146454710798
"1947",24,"incon","canon",90,"090_Flugzeug_Zweiteweltkriegsflieger",0,1,431,6.06610809010375
"1948",24,"con","canon",71,"071_Stuhl_Schreibtischstuhl",1,1,576,6.35610766069589
"1949",24,"con","canon",20,"020_Drucker_Multifunktionsdrucker",0,1,617,6.42486902390539
"1950",24,"con","noncanon",39,"039_Wasserkocher_moderner_Wasserkocher",1,1,551,6.31173480915291
"1952",24,"incon","canon",68,"068_Stuhl_Holzstuhl",1,1,479,6.17170059741091
"1953",24,"con","canon",103,"103_Zahnbuerste",0,1,523,6.25958146406492
"1955",24,"con","canon",62,"062_Sofa_Dreiersofa",0,1,462,6.13556489108174
"1956",24,"incon","noncanon",106,"106_Hydrant",1,1,973,6.880384082186
"1958",24,"con","noncanon",18,"018_Computer_Tablet",1,1,630,6.44571981938558
"1959",24,"con","noncanon",40,"040_Lampe_Deckenlampe",0,1,541,6.29341927884648
"1960",24,"incon","canon",48,"048_Nuss_Mandel",1,1,455,6.12029741895095
"1961",24,"incon","canon",85,"085_Auto_Pickuptruck",0,1,361,5.88887795833288
"1962",24,"con","canon",117,"117_Muffin",1,1,632,6.44888939414686
"1963",24,"con","canon",45,"045_Lampe_Wandlampe",0,1,604,6.40357419793482
"1964",24,"incon","noncanon",113,"113_Brezel",1,1,634,6.45204895443723
"1965",24,"incon","noncanon",109,"109_Router",1,1,693,6.5410299991899
"1966",24,"con","canon",96,"096_Auto_Oldtimer",0,1,520,6.25382881157547
"1967",24,"con","noncanon",41,"041_Lampe_Schreibtischlampe",1,1,945,6.85118492749374
"1968",24,"incon","noncanon",47,"047_Nuss_Erdnuss",1,1,448,6.10479323241498
"1969",24,"con","canon",2,"002_Baum_Palme",0,1,997,6.90475076996184
"1970",24,"con","noncanon",77,"077_Tisch_Rundtisch",0,1,852,6.74758652682932
"1971",24,"incon","canon",120,"120_Knoblauch",1,1,404,6.00141487796115
"1973",24,"con","canon",81,"081_Uhr_Digitaluhr",1,1,547,6.30444880242198
"1974",24,"incon","noncanon",91,"091_Flugzeug_Segelflieger",0,1,380,5.94017125272043
"1975",24,"con","canon",53,"053_Regal_Wandregal",0,1,691,6.53813982376767
"1976",24,"incon","canon",58,"058_Sitzbank_Holzbank_mit_Lehne",0,1,444,6.09582456243222
"1977",24,"incon","canon",107,"107_Kranz_Adventskranz",1,1,698,6.54821910276237
"1978",24,"incon","canon",31,"031_Muelltonne",0,1,663,6.49677499018586
"1980",24,"incon","canon",22,"022_Gitarre_Elektrogitarre",1,1,417,6.0330862217988
"1981",24,"con","canon",24,"024_Glas_Trinkglas",1,1,1085,6.98933526597456
"1982",24,"incon","canon",67,"067_Stuhl_Buerostuhl",1,1,743,6.61069604471776
"1983",24,"incon","noncanon",25,"025_Glas_Weinglas",1,1,595,6.38856140554563
"1984",24,"incon","canon",9,"009_Bildschirm_Flachbildfernseher",0,1,408,6.01126717440416
"1985",24,"con","canon",38,"038_Toaster_2ScheibenToaster",1,1,531,6.27476202124194
"1987",24,"con","noncanon",44,"044_Lampe_Tischleuchte",1,1,422,6.04500531403601
"1988",24,"con","canon",92,"092_Boot_Ruderboot",1,1,499,6.21260609575152
"1989",24,"incon","noncanon",83,"083_Ventilator_Standventilator",0,1,622,6.43294009273918
"1991",24,"incon","noncanon",65,"065_Sofa_Zweiersofa",0,1,507,6.22851100359118
"1992",24,"con","canon",115,"115_Kaefig_Vogelkaefig",0,1,548,6.30627528694802
"1993",24,"incon","canon",30,"030_Wippe",0,1,469,6.15060276844628
"1994",24,"incon","noncanon",105,"105_Geschenk",0,1,669,6.50578406012823
"1995",24,"con","noncanon",49,"049_Nuss_Pistazie",1,1,557,6.32256523992728
"1996",24,"incon","noncanon",119,"119_Paprika",1,1,605,6.40522845803084
"1997",24,"incon","noncanon",26,"026_Kamera_Digitalkamera",1,1,535,6.28226674689601
"1998",24,"incon","canon",52,"052_Regal_Metallregal",0,1,525,6.26339826259162
"1999",24,"incon","canon",28,"028_Wasserkocher_retroWasserkocher",1,1,398,5.98645200528444
"2000",24,"incon","canon",79,"079_Tisch_Schreibtisch",0,1,559,6.3261494731551
"2001",24,"con","canon",34,"034_Korb_Waeschekorb",1,1,496,6.20657592672493
"2002",24,"incon","noncanon",84,"084_Ventilator_Tischventilator",1,1,454,6.11809719804135
"2003",24,"incon","noncanon",97,"097_Besteck_Gabel",1,1,465,6.14203740558736
"2004",24,"con","noncanon",78,"078_Tisch_Sofatisch",0,1,690,6.5366915975913
"2006",24,"con","canon",35,"035_Kaffeemaschine_Espressomaschine",0,1,554,6.31716468674728
"2007",24,"incon","noncanon",64,"064_Sofa_Ledersofa",0,1,562,6.33150184989369
"2008",24,"con","canon",4,"004_Baum_Weide",0,1,771,6.64768837356333
"2009",24,"con","noncanon",5,"005_Bett_Doppelbett",0,1,787,6.6682282484174
"2010",24,"incon","canon",60,"060_Sitzbank_Schaukelbank",0,1,671,6.50876913697168
"2011",24,"con","noncanon",19,"019_Drucker_Heimdrucker",0,1,790,6.67203294546107
"2012",24,"con","noncanon",87,"087_Auto_Panzer",0,1,902,6.80461452006262
"2013",24,"incon","noncanon",29,"029_Klavier_Fluegel",0,1,530,6.27287700654617
"2014",24,"con","canon",89,"089_Eimer_Muelleimer",1,1,616,6.42324696353352
"2015",24,"incon","noncanon",50,"050_Nuss_Wallnuss",1,1,749,6.61873898351722
"2016",24,"incon","canon",118,"118_Pilz_Champignon",1,1,599,6.39526159811545
"2017",24,"con","noncanon",69,"069_Stuhl_Rollstuhl",1,1,907,6.81014245011514
"2018",24,"incon","noncanon",15,"015_Blume_Tulpen",1,1,798,6.68210859744981
"2019",24,"con","noncanon",27,"027_Kamera_Spiegelreflexkamera",1,1,656,6.48616078894409
"2020",24,"incon","canon",55,"055_Schrank_Kleiderschrank",0,1,706,6.55961523749324
"2021",24,"con","noncanon",100,"100_Besteck_Loeffel",1,1,599,6.39526159811545
"2022",24,"con","canon",14,"014_Blume_Sonnenblume",1,1,430,6.06378520868761
"2023",24,"con","noncanon",13,"013_Blume_Rosen",1,1,502,6.21860011969173
"2025",24,"con","canon",116,"116_Kamin",0,1,458,6.12686918411419
"2026",24,"con","canon",21,"021_Gitarre_Akustikgitarre",1,1,710,6.56526497003536
"2027",24,"con","noncanon",112,"112_Wanne_Badewanne",0,1,409,6.0137151560428
"2028",24,"incon","canon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,1,700,6.5510803350434
"2029",24,"con","noncanon",98,"098_Auto_Van",0,1,456,6.12249280951439
"2030",24,"incon","noncanon",10,"010_Blume_Gaenseblume",1,1,365,5.89989735358249
"2031",24,"incon","canon",54,"054_Schrank_Bueroschrank",0,1,602,6.40025744530882
"2033",24,"incon","canon",76,"076_Tisch_Holztisch",0,1,462,6.13556489108174
"2034",24,"con","noncanon",6,"006_Bett_Einzelbett",0,1,790,6.67203294546107
"2036",24,"incon","canon",108,"108_MP3player",1,1,489,6.19236248947487
"2037",24,"con","noncanon",114,"114_Brokkoli",1,1,747,6.61606518513282
"2038",24,"con","canon",42,"042_Lampe_Stehlampe",0,1,506,6.22653666928747
"2039",24,"con","noncanon",17,"017_Computer_PC",0,1,767,6.64248680136726
"2040",24,"con","canon",86,"086_Auto_Polizeiauto",0,1,472,6.15697898558556
"2041",25,"incon","noncanon",88,"088_Flugzeug_Kampfflieger",0,1,1375,7.22620901010067
"2042",25,"incon","canon",87,"087_Auto_Panzer",0,1,1684,7.42892719480227
"2043",25,"con","noncanon",46,"046_Besteck_Messer",1,1,850,6.74523634948436
"2044",25,"incon","noncanon",52,"052_Regal_Metallregal",0,1,758,6.63068338564237
"2045",25,"con","canon",96,"096_Auto_Oldtimer",0,1,789,6.67076632084587
"2046",25,"incon","canon",8,"008_Bildschirm_Desktop",0,1,827,6.71780469502369
"2047",25,"con","canon",23,"023_Glas_Sektglas",1,1,648,6.47389069635227
"2048",25,"incon","noncanon",12,"012_Blume_Orchidee",1,1,911,6.81454289725996
"2049",25,"incon","noncanon",97,"097_Besteck_Gabel",1,1,712,6.56807791141198
"2050",25,"con","canon",9,"009_Bildschirm_Flachbildfernseher",0,1,619,6.4281052726846
"2051",25,"incon","canon",114,"114_Brokkoli",1,1,1396,7.24136628332232
"2052",25,"con","noncanon",17,"017_Computer_PC",0,1,1026,6.93342302573071
"2053",25,"con","canon",109,"109_Router",1,1,921,6.82546003625531
"2054",25,"incon","canon",74,"074_Telefon_Smartphone",1,1,830,6.72142570079064
"2055",25,"con","noncanon",13,"013_Blume_Rosen",1,1,1339,7.19967834569117
"2056",25,"con","noncanon",113,"113_Brezel",1,1,564,6.33505425149806
"2058",25,"incon","canon",119,"119_Paprika",1,1,546,6.30261897574491
"2059",25,"incon","canon",48,"048_Nuss_Mandel",1,1,836,6.7286286130847
"2060",25,"con","noncanon",19,"019_Drucker_Heimdrucker",0,1,641,6.46302945692067
"2061",25,"con","noncanon",90,"090_Flugzeug_Zweiteweltkriegsflieger",0,1,550,6.30991827822652
"2062",25,"con","noncanon",68,"068_Stuhl_Holzstuhl",1,1,1305,7.17395831975679
"2064",25,"con","canon",51,"051_Regal_Holzregal",0,1,1187,7.07918439460967
"2065",25,"incon","noncanon",36,"036_Roller",1,1,1360,7.2152399787301
"2066",25,"con","noncanon",4,"004_Baum_Weide",0,1,1446,7.27655640271871
"2067",25,"con","canon",95,"095_Boot_Kreuzfahrtschiff",0,1,734,6.59850902861452
"2068",25,"con","noncanon",73,"073_Telefon_Schnurtelefon",1,1,1628,7.39510754656249
"2069",25,"incon","canon",30,"030_Wippe",0,1,985,6.89264164117209
"2070",25,"incon","canon",108,"108_MP3player",1,1,996,6.9037472575846
"2071",25,"con","canon",6,"006_Bett_Einzelbett",0,1,852,6.74758652682932
"2073",25,"incon","canon",5,"005_Bett_Doppelbett",0,1,829,6.7202201551353
"2074",25,"incon","noncanon",72,"072_Sessel_Ledersessel",0,1,1965,7.58324752430336
"2075",25,"incon","noncanon",15,"015_Blume_Tulpen",1,1,699,6.54965074223381
"2076",25,"con","noncanon",58,"058_Sitzbank_Holzbank_mit_Lehne",0,1,1143,7.04141166379481
"2077",25,"incon","noncanon",118,"118_Pilz_Champignon",1,1,525,6.26339826259162
"2078",25,"con","canon",65,"065_Sofa_Zweiersofa",0,1,705,6.55819780281227
"2079",25,"con","noncanon",31,"031_Muelltonne",0,1,1298,7.16857989726403
"2080",25,"incon","noncanon",99,"099_Eimer_Wassereimer",1,1,1575,7.36201055125973
"2081",25,"con","noncanon",1,"001_Baum_Bonsai",0,1,1356,7.21229446850034
"2082",25,"con","canon",71,"071_Stuhl_Schreibtischstuhl",1,1,766,6.64118216974059
"2083",25,"con","canon",98,"098_Auto_Van",0,1,749,6.61873898351722
"2085",25,"con","canon",34,"034_Korb_Waeschekorb",1,1,858,6.75460409948796
"2086",25,"con","canon",33,"033_Kopfhoerer_Muschelkopfhoerer",1,1,853,6.74875954749168
"2087",25,"con","noncanon",47,"047_Nuss_Erdnuss",1,1,877,6.77650699237218
"2088",25,"con","noncanon",38,"038_Toaster_2ScheibenToaster",1,1,750,6.62007320653036
"2089",25,"con","canon",84,"084_Ventilator_Tischventilator",1,1,546,6.30261897574491
"2091",25,"incon","canon",112,"112_Wanne_Badewanne",0,1,539,6.289715570909
"2092",25,"con","canon",32,"032_Kopfhoerer_Earbudohrhoerer",1,1,628,6.4425401664682
"2093",25,"con","noncanon",86,"086_Auto_Polizeiauto",0,1,967,6.87419849545329
"2094",25,"con","noncanon",21,"021_Gitarre_Akustikgitarre",1,1,1319,7.18462915271731
"2095",25,"con","canon",50,"050_Nuss_Wallnuss",1,1,602,6.40025744530882
"2096",25,"incon","noncanon",40,"040_Lampe_Deckenlampe",0,1,1057,6.96318998587024
"2098",25,"incon","noncanon",49,"049_Nuss_Pistazie",1,1,553,6.31535800152233
"2099",25,"incon","noncanon",2,"002_Baum_Palme",0,1,614,6.41999492814714
"2100",25,"con","canon",45,"045_Lampe_Wandlampe",0,1,606,6.40687998606931
"2101",25,"incon","canon",41,"041_Lampe_Schreibtischlampe",1,1,709,6.56385552653213
"2102",25,"incon","canon",70,"070_Stuhl_Schalenstuhl",1,1,578,6.35957386867238
"2103",25,"incon","canon",22,"022_Gitarre_Elektrogitarre",1,1,762,6.63594655568665
"2104",25,"con","canon",110,"110_Tretauto",1,1,601,6.39859493453521
"2105",25,"incon","canon",3,"003_Baum_Tanne",0,1,493,6.20050917404269
"2106",25,"con","noncanon",76,"076_Tisch_Holztisch",0,1,1022,6.92951677076365
"2107",25,"incon","canon",56,"056_Seife_Fluessigseife",1,1,1237,7.12044437239249
"2108",25,"con","noncanon",57,"057_Seife_Kernseife",1,1,725,6.58617165485467
"2110",25,"con","canon",106,"106_Hydrant",1,1,876,6.77536609093639
"2111",25,"incon","canon",60,"060_Sitzbank_Schaukelbank",0,1,824,6.71417052990947
"2112",25,"incon","noncanon",105,"105_Geschenk",0,1,1370,7.22256601882217
"2113",25,"incon","noncanon",11,"011_Blume_Kaktus",0,1,1269,7.14598446771439
"2114",25,"con","canon",120,"120_Knoblauch",1,1,502,6.21860011969173
"2115",25,"incon","noncanon",78,"078_Tisch_Sofatisch",0,1,1677,7.42476176182321
"2116",25,"incon","canon",117,"117_Muffin",1,1,854,6.74993119378857
"2117",25,"incon","canon",85,"085_Auto_Pickuptruck",0,1,526,6.26530121273771
"2118",25,"con","noncanon",16,"016_Computer_Laptop",1,1,732,6.59578051396131
"2119",25,"con","noncanon",26,"026_Kamera_Digitalkamera",1,1,765,6.63987583382654
"2120",25,"incon","canon",103,"103_Zahnbuerste",0,1,448,6.10479323241498
"2122",25,"incon","noncanon",55,"055_Schrank_Kleiderschrank",0,1,660,6.49223983502047
"2123",25,"incon","canon",29,"029_Klavier_Fluegel",0,1,600,6.39692965521615
"2124",25,"con","canon",83,"083_Ventilator_Standventilator",0,1,555,6.31896811374643
"2125",25,"incon","noncanon",79,"079_Tisch_Schreibtisch",0,1,1279,7.15383380157884
"2126",25,"incon","noncanon",53,"053_Regal_Wandregal",0,1,624,6.43615036836943
"2127",25,"incon","canon",25,"025_Glas_Weinglas",1,1,778,6.65672652417839
"2128",25,"con","canon",59,"059_Sitzbank_Holzbank_ohne_Lehne",0,1,686,6.53087762772588
"2129",25,"con","noncanon",92,"092_Boot_Ruderboot",1,1,755,6.62671774924902
"2130",25,"con","canon",100,"100_Besteck_Loeffel",1,1,430,6.06378520868761
"2131",25,"incon","noncanon",44,"044_Lampe_Tischleuchte",1,1,1019,6.92657703322272
"2133",25,"con","noncanon",42,"042_Lampe_Stehlampe",0,1,891,6.79234442747081
"2134",25,"incon","noncanon",10,"010_Blume_Gaenseblume",1,1,487,6.18826412308259
"2135",25,"incon","canon",89,"089_Eimer_Muelleimer",1,1,711,6.56667242980324
"2136",25,"incon","noncanon",82,"082_Schaukelpferd",1,1,687,6.53233429222235
"2137",25,"con","noncanon",14,"014_Blume_Sonnenblume",1,1,1012,6.91968384984741
"2139",25,"con","noncanon",54,"054_Schrank_Bueroschrank",0,1,657,6.48768401848461
"2140",25,"incon","canon",91,"091_Flugzeug_Segelflieger",0,1,596,6.39024066706535
"2141",25,"incon","canon",24,"024_Glas_Trinkglas",1,1,1060,6.96602418710611
"2142",25,"con","noncanon",75,"075_Tisch_Etagentisch",0,1,2109,7.65396918047877
"2143",25,"incon","noncanon",94,"094_Boot_Segelschiff",0,1,847,6.74170069465205
"2144",25,"con","noncanon",116,"116_Kamin",0,1,913,6.81673588059497
"2145",25,"con","noncanon",62,"062_Sofa_Dreiersofa",0,1,1368,7.2211050981825
"2146",25,"incon","canon",67,"067_Stuhl_Buerostuhl",1,1,1530,7.33302301438648
"2147",25,"incon","noncanon",111,"111_Wagen_Einkaufswagen",1,1,1789,7.48941208350872
"2148",25,"incon","canon",35,"035_Kaffeemaschine_Espressomaschine",0,1,723,6.58340922215876
"2149",25,"incon","canon",104,"104_Fahrradstaender",1,1,1502,7.31455283232408
"2150",25,"con","canon",7,"007_Bett_Krankenhausbett",0,1,1468,7.29165620917446
"2151",25,"con","canon",39,"039_Wasserkocher_moderner_Wasserkocher",1,1,768,6.64378973314767
"2154",25,"con","canon",77,"077_Tisch_Rundtisch",0,1,598,6.39359075395063
"2155",25,"con","canon",28,"028_Wasserkocher_retroWasserkocher",1,1,738,6.60394382460047
"2156",25,"incon","noncanon",107,"107_Kranz_Adventskranz",1,1,1420,7.25841215059531
"2157",25,"incon","canon",20,"020_Drucker_Multifunktionsdrucker",0,1,979,6.88653164253051
"2158",25,"con","canon",102,"102_Bett_Kinderbett",1,1,887,6.78784498230958
"2159",25,"incon","noncanon",64,"064_Sofa_Ledersofa",0,1,775,6.65286302935335
"2160",25,"con","canon",27,"027_Kamera_Spiegelreflexkamera",1,1,824,6.71417052990947
"2161",26,"con","canon",36,"036_Roller",1,1,808,6.69456205852109
"2164",26,"con","noncanon",110,"110_Tretauto",1,1,1110,7.01211529430638
